Date,High,Low,Open,Close,Volume,Adj Close
2018-05-07,6.119999885559082,5.989999771118164,6.039999961853027,6.079999923706055,10644241,6.079999923706055
2018-05-08,6.130000114440918,5.989999771118164,6.050000190734863,6.119999885559082,12516318,6.119999885559082
2018-05-09,6.150000095367432,6.050000190734863,6.099999904632568,6.099999904632568,8903880,6.099999904632568
2018-05-10,6.150000095367432,6.050000190734863,6.119999885559082,6.099999904632568,8877057,6.099999904632568
2018-05-11,6.199999809265137,6.010000228881836,6.170000076293945,6.019999980926514,9213320,6.019999980926514
2018-05-14,6.090000152587891,5.809999942779541,5.989999771118164,5.849999904632568,11826930,5.849999904632568
2018-05-15,5.929999828338623,5.809999942779541,5.900000095367432,5.929999828338623,8732571,5.929999828338623
2018-05-16,5.940000057220459,5.760000228881836,5.889999866485596,5.78000020980835,11199802,5.78000020980835
2018-05-17,5.809999942779541,5.590000152587891,5.800000190734863,5.590000152587891,11872992,5.590000152587891
2018-05-18,5.679999828338623,5.559999942779541,5.619999885559082,5.639999866485596,7445042,5.639999866485596
2018-05-21,5.840000152587891,5.679999828338623,5.690000057220459,5.809999942779541,9067263,5.809999942779541
2018-05-22,5.889999866485596,5.739999771118164,5.800000190734863,5.869999885559082,9402854,5.869999885559082
2018-05-23,5.960000038146973,5.840000152587891,5.889999866485596,5.909999847412109,12874257,5.909999847412109
2018-05-24,5.900000095367432,5.78000020980835,5.849999904632568,5.860000133514404,10472661,5.860000133514404
2018-05-25,5.849999904632568,5.650000095367432,5.829999923706055,5.659999847412109,8815050,5.659999847412109
2018-05-28,5.739999771118164,5.630000114440918,5.710000038146973,5.659999847412109,7549727,5.659999847412109
2018-05-29,5.730000019073486,5.579999923706055,5.679999828338623,5.590000152587891,7183102,5.590000152587891
2018-05-30,5.510000228881836,5.050000190734863,5.510000228881836,5.260000228881836,13159693,5.260000228881836
2018-05-31,5.389999866485596,5.28000020980835,5.28000020980835,5.380000114440918,5495411,5.380000114440918
2018-06-01,5.360000133514404,5.159999847412109,5.349999904632568,5.190000057220459,6833222,5.190000057220459
2018-06-04,5.300000190734863,5.21999979019165,5.25,5.28000020980835,5716561,5.28000020980835
2018-06-05,5.440000057220459,5.28000020980835,5.289999961853027,5.420000076293945,6728683,5.420000076293945
2018-06-06,5.590000152587891,5.389999866485596,5.429999828338623,5.550000190734863,9047879,5.550000190734863
2018-06-07,5.590000152587891,5.420000076293945,5.550000190734863,5.53000020980835,6691298,5.53000020980835
2018-06-08,5.559999942779541,5.360000133514404,5.550000190734863,5.53000020980835,10262492,5.53000020980835
2018-06-11,5.789999961853027,5.449999809265137,5.550000190734863,5.699999809265137,15952774,5.699999809265137
2018-06-12,5.769999980926514,5.53000020980835,5.610000133514404,5.690000057220459,12052901,5.690000057220459
2018-06-13,5.650000095367432,5.480000019073486,5.619999885559082,5.480000019073486,7367634,5.480000019073486
2018-06-14,5.559999942779541,5.400000095367432,5.420000076293945,5.429999828338623,4991022,5.429999828338623
2018-06-15,5.519999980926514,5.190000057220459,5.480000019073486,5.21999979019165,8316903,5.21999979019165
2018-06-19,5.150000095367432,4.699999809265137,5.0,4.699999809265137,13808242,4.699999809265137
2018-06-20,4.769999980926514,4.5,4.5,4.650000095367432,7978322,4.650000095367432
2018-06-21,4.730000019073486,4.400000095367432,4.679999828338623,4.409999847412109,8171997,4.409999847412109
2018-06-22,4.559999942779541,4.360000133514404,4.400000095367432,4.559999942779541,5312395,4.559999942779541
2018-06-25,4.679999828338623,4.550000190734863,4.579999923706055,4.570000171661377,5780760,4.570000171661377
2018-06-26,4.760000228881836,4.5,4.519999980926514,4.760000228881836,7057725,4.760000228881836
2018-06-27,4.809999942779541,4.679999828338623,4.800000190734863,4.730000019073486,4778663,4.730000019073486
2018-06-28,5.199999809265137,5.199999809265137,5.199999809265137,5.199999809265137,8937275,5.199999809265137
2018-06-29,5.46999979019165,5.099999904632568,5.289999961853027,5.380000114440918,36286548,5.380000114440918
2018-07-02,5.28000020980835,5.050000190734863,5.199999809265137,5.130000114440918,20006781,5.130000114440918
2018-07-03,5.179999828338623,4.889999866485596,5.130000114440918,5.150000095367432,15483262,5.150000095367432
2018-07-04,5.110000133514404,4.880000114440918,5.079999923706055,4.880000114440918,10452989,4.880000114440918
2018-07-05,4.980000019073486,4.690000057220459,4.880000114440918,4.690000057220459,9432649,4.690000057220459
2018-07-06,4.849999904632568,4.659999847412109,4.739999771118164,4.78000020980835,10210123,4.78000020980835
2018-07-09,4.900000095367432,4.769999980926514,4.789999961853027,4.889999866485596,8246627,4.889999866485596
2018-07-10,4.949999809265137,4.840000152587891,4.900000095367432,4.900000095367432,7072998,4.900000095367432
2018-07-11,4.840000152587891,4.53000020980835,4.840000152587891,4.650000095367432,9003520,4.650000095367432
2018-07-12,4.889999866485596,4.639999866485596,4.639999866485596,4.840000152587891,9910724,4.840000152587891
2018-07-13,4.849999904632568,4.769999980926514,4.829999923706055,4.829999923706055,6758452,4.829999923706055
2018-07-16,4.940000057220459,4.789999961853027,4.849999904632568,4.920000076293945,11441987,4.920000076293945
2018-07-17,4.989999771118164,4.840000152587891,4.880000114440918,4.940000057220459,10982860,4.940000057220459
2018-07-18,5.0,4.820000171661377,4.960000038146973,4.840000152587891,9501998,4.840000152587891
2018-07-19,4.869999885559082,4.690000057220459,4.809999942779541,4.769999980926514,7470264,4.769999980926514
2018-07-20,4.889999866485596,4.679999828338623,4.71999979019165,4.869999885559082,8287404,4.869999885559082
2018-07-23,4.949999809265137,4.820000171661377,4.849999904632568,4.929999828338623,9509975,4.929999828338623
2018-07-24,5.050000190734863,4.880000114440918,4.949999809265137,5.010000228881836,12864258,5.010000228881836
2018-07-25,5.079999923706055,4.96999979019165,5.059999942779541,4.980000019073486,9238962,4.980000019073486
2018-07-26,5.050000190734863,4.96999979019165,5.0,5.039999961853027,8044103,5.039999961853027
2018-07-27,5.070000171661377,4.949999809265137,5.050000190734863,4.989999771118164,9645266,4.989999771118164
2018-07-30,5.010000228881836,4.809999942779541,5.010000228881836,4.869999885559082,8950236,4.869999885559082
2018-07-31,4.920000076293945,4.840000152587891,4.869999885559082,4.880000114440918,5084483,4.880000114440918
2018-08-01,5.050000190734863,4.889999866485596,4.889999866485596,4.889999866485596,10882711,4.889999866485596
2018-08-02,4.860000133514404,4.5,4.860000133514404,4.650000095367432,12312205,4.650000095367432
2018-08-03,4.679999828338623,4.460000038146973,4.650000095367432,4.489999771118164,6467415,4.489999771118164
2018-08-06,4.559999942779541,4.400000095367432,4.510000228881836,4.429999828338623,5765560,4.429999828338623
2018-08-07,4.570000171661377,4.429999828338623,4.429999828338623,4.559999942779541,6386001,4.559999942779541
2018-08-08,4.630000114440918,4.480000019073486,4.559999942779541,4.519999980926514,6067086,4.519999980926514
2018-08-09,4.710000038146973,4.480000019073486,4.489999771118164,4.639999866485596,7487161,4.639999866485596
2018-08-10,4.739999771118164,4.579999923706055,4.639999866485596,4.699999809265137,6483515,4.699999809265137
2018-08-13,4.820000171661377,4.599999904632568,4.610000133514404,4.789999961853027,10442522,4.789999961853027
2018-08-14,4.849999904632568,4.71999979019165,4.75,4.789999961853027,8061310,4.789999961853027
2018-08-15,4.800000190734863,4.619999885559082,4.75,4.679999828338623,6250200,4.679999828338623
2018-08-16,4.800000190734863,4.519999980926514,4.630000114440918,4.690000057220459,9000139,4.690000057220459
2018-08-17,4.760000228881836,4.559999942779541,4.71999979019165,4.579999923706055,6962514,4.579999923706055
2018-08-20,4.699999809265137,4.489999771118164,4.510000228881836,4.690000057220459,6845321,4.690000057220459
2018-08-21,4.78000020980835,4.650000095367432,4.650000095367432,4.730000019073486,7804502,4.730000019073486
2018-08-22,4.739999771118164,4.639999866485596,4.739999771118164,4.639999866485596,4825425,4.639999866485596
2018-08-23,4.75,4.590000152587891,4.670000076293945,4.75,6894947,4.75
2018-08-24,4.730000019073486,4.630000114440918,4.699999809265137,4.630000114440918,5619867,4.630000114440918
2018-08-27,4.760000228881836,4.630000114440918,4.659999847412109,4.760000228881836,9743204,4.760000228881836
